departure_city,start_date,duration_days,num_people,budget_per_person_inr,preferred_pace,accommodation_style,interests,destination
Pune,07-02-26,6,5,35129,Balanced,Private Apartments,Culture|Food|Spiritual,Da Nang
Ahmedabad,21-01-26,3,4,38057,Relaxed,Mid-range Hotels,Beaches,Langkawi
Chennai,29-11-25,5,6,20721,Relaxed,Private Apartments,Nature,Coorg
Jaipur,06-01-26,2,3,16526,Relaxed,Mid-range Hotels,Culture|History|Nature,Varanasi
Hyderabad,10-03-26,4,2,22052,Balanced,Private Apartments,Nature,Pokhara
Kochi,06-02-26,5,2,53288,Relaxed,Luxury Hotels,Food|History,Andaman & Nicobar Islands
Chennai,31-05-26,5,5,44610,Relaxed,Mid-range Hotels,Adventure|Beaches|Nightlife,Langkawi
Jaipur,20-01-26,5,1,34590,Balanced,Mid-range Hotels,Nature|Nightlife,Phuket
Pune,15-12-25,6,1,27734,Relaxed,Private Apartments,Food|History,Coorg
Delhi,02-06-26,4,3,142169,Relaxed,Luxury Hotels,Adventure|Nature,Maldives
Delhi,20-09-26,4,3,18730,Relaxed,Budget,Nature,Ooty
Kolkata,25-09-26,2,6,17206,Relaxed,Mid-range Hotels,Culture|Nightlife,Varanasi
Bangalore,01-09-26,5,5,17425,Action-Packed,Private Apartments,Nightlife|Spiritual,Rishikesh
Mumbai,15-09-26,4,2,22322,Action-Packed,Private Apartments,Adventure,Rishikesh
Hyderabad,14-05-26,5,4,112704,Relaxed,Luxury Hotels,History|Nature,Maldives
Jaipur,26-12-25,4,2,20184,Action-Packed,Private Apartments,Spiritual,Rishikesh
Kolkata,21-03-26,4,3,15723,Action-Packed,Private Apartments,History|Nature,Rishikesh
Bangalore,13-04-26,4,2,26310,Relaxed,Budget,Food|Nightlife|Spiritual,Colombo
Mumbai,08-05-26,5,2,114167,Relaxed,Luxury Hotels,Adventure|History|Nature,Maldives
Kolkata,10-09-26,6,5,62650,Relaxed,Private Apartments,Nature,Maldives
Jaipur,24-12-25,3,1,33800,Relaxed,Mid-range Hotels,Culture|Food|Spiritual,Colombo
Bangalore,21-05-26,6,5,16264,Balanced,Mid-range Hotels,Adventure|Food|Nature,Shimla
Jaipur,12-05-26,3,6,19662,Relaxed,Budget,Adventure|Culture,Colombo
Kochi,30-01-26,3,2,14718,Relaxed,Budget,History|Spiritual,Varanasi
Kochi,05-07-26,5,4,58195,Balanced,Luxury Hotels,Culture|History,Istanbul
Hyderabad,16-04-26,4,4,51940,Balanced,Private Apartments,Food,Dubai
Hyderabad,18-04-26,7,1,55039,Balanced,Private Apartments,Adventure|History|Nightlife,Ladakh
Ahmedabad,25-03-26,2,6,22790,Balanced,Private Apartments,Culture,Jaipur
Delhi,01-03-26,3,4,68660,Balanced,Luxury Hotels,Food|History|Spiritual,Dubai
Delhi,30-11-25,8,5,39764,Balanced,Private Apartments,Adventure|Nature|Nightlife,Ladakh
Kolkata,07-07-26,5,1,109472,Relaxed,Private Apartments,Beaches,Maldives
Jaipur,02-03-26,4,2,89467,Balanced,Luxury Hotels,Nightlife|Spiritual,Dubai
Ahmedabad,05-01-26,4,3,49432,Relaxed,Private Apartments,Beaches|Culture|Nature,Andaman & Nicobar Islands
Ahmedabad,24-04-26,6,5,65569,Balanced,Luxury Hotels,Culture,Istanbul
Bangalore,13-04-26,5,3,25694,Relaxed,Mid-range Hotels,Adventure|Culture|Nature,Colombo
Kolkata,24-01-26,7,3,52541,Balanced,Private Apartments,Nature,Andaman & Nicobar Islands
Mumbai,01-04-26,3,4,24899,Relaxed,Private Apartments,Spiritual,Pokhara
Chennai,26-12-25,3,1,22680,Balanced,Budget,Culture|History|Nature,Manali
Hyderabad,23-12-25,3,3,17206,Action-Packed,Private Apartments,Nature,Rishikesh
Hyderabad,31-05-26,11,4,59460,Action-Packed,Mid-range Hotels,Adventure|Beaches,Ladakh
Kochi,15-12-25,6,2,53482,Action-Packed,Private Apartments,Adventure|Culture|Nature,Dubai
Mumbai,12-12-25,3,3,29884,Balanced,Budget,Nightlife,Goa
Mumbai,15-02-26,6,4,45921,Balanced,Luxury Hotels,Beaches,Andaman & Nicobar Islands
Pune,26-08-26,7,3,22147,Relaxed,Private Apartments,Nature,Manali
Pune,06-10-26,6,5,38715,Balanced,Mid-range Hotels,Food|History,Phuket
Ahmedabad,23-12-25,7,3,21380,Balanced,Private Apartments,Adventure|Food,Manali
Kochi,16-11-25,5,4,17553,Balanced,Private Apartments,Nature,Rishikesh
Chennai,26-03-26,3,2,22234,Balanced,Private Apartments,Food|Nature|Nightlife,Manali
Bangalore,22-05-26,3,2,26280,Relaxed,Mid-range Hotels,Beaches|Culture|History,Colombo
Kochi,29-10-26,6,1,28991,Relaxed,Private Apartments,Culture|Nature,Manali
Hyderabad,24-09-26,4,1,67151,Balanced,Luxury Hotels,Nature|Nightlife,Singapore
Mumbai,20-10-26,4,6,101500,Relaxed,Luxury Hotels,Beaches|History,Maldives
Jaipur,01-01-26,5,3,83076,Balanced,Luxury Hotels,Beaches|Nightlife|Spiritual,Dubai
Ahmedabad,20-04-26,4,1,20223,Balanced,Budget,Adventure|History|Spiritual,Pokhara
Delhi,11-12-25,7,5,40307,Balanced,Mid-range Hotels,Food|Nature|Nightlife,Phuket
Mumbai,29-07-26,3,1,20220,Relaxed,Private Apartments,Nature|Nightlife,Pokhara
Mumbai,24-03-26,5,3,40191,Balanced,Mid-range Hotels,Culture|Nature|Spiritual,Da Nang
Hyderabad,31-01-26,5,2,49371,Balanced,Private Apartments,Nature,Andaman & Nicobar Islands
Delhi,09-02-26,4,1,21779,Relaxed,Private Apartments,Beaches|Spiritual,Pokhara
Ahmedabad,28-07-26,3,1,20185,Relaxed,Mid-range Hotels,Adventure|Culture|Food,Coorg
Chennai,12-12-25,4,6,88993,Relaxed,Private Apartments,History|Nature|Spiritual,Maldives
Hyderabad,02-12-25,4,6,109312,Relaxed,Private Apartments,Adventure|Nature,Maldives
Chennai,08-04-26,3,3,34956,Balanced,Mid-range Hotels,Food,Da Nang
Jaipur,18-12-25,3,3,33985,Balanced,Mid-range Hotels,Culture|Food,Da Nang
Bangalore,10-09-26,2,1,21099,Relaxed,Budget,Nature,Shimla
Bangalore,21-04-26,7,5,16450,Balanced,Budget,Adventure|Culture|Nature,Manali
Pune,25-08-26,6,1,39136,Action-Packed,Mid-range Hotels,Food|History|Nature,Goa
Ahmedabad,24-09-26,3,4,18662,Relaxed,Budget,Culture|Food|Nature,Ooty
Ahmedabad,15-12-25,3,5,114682,Relaxed,Luxury Hotels,History|Nature,Maldives
Bangalore,03-11-25,5,3,18351,Relaxed,Mid-range Hotels,Culture,Colombo
Hyderabad,07-05-26,4,1,67182,Balanced,Luxury Hotels,Culture|Food|History,Singapore
Jaipur,26-03-26,5,4,18828,Balanced,Budget,Adventure,Rishikesh
Kochi,21-08-26,3,5,20475,Relaxed,Budget,Nature,Ooty
Hyderabad,01-09-26,3,4,25484,Relaxed,Budget,Adventure|Culture,Ooty
Mumbai,19-08-26,4,6,15585,Balanced,Private Apartments,Spiritual,Rishikesh
Pune,20-03-26,5,5,23940,Relaxed,Mid-range Hotels,Food,Colombo
Kochi,22-11-25,4,4,11624,Balanced,Private Apartments,Spiritual,Rishikesh
Hyderabad,25-04-26,3,1,16431,Balanced,Budget,Nature,Rishikesh
Delhi,10-04-26,2,2,27671,Balanced,Private Apartments,Beaches|Culture|Nature,Jaipur
Delhi,21-09-26,5,4,24969,Relaxed,Budget,Food,Colombo
Mumbai,07-08-26,5,6,25219,Balanced,Mid-range Hotels,History|Nature,Jaipur
Mumbai,02-12-25,4,2,32341,Relaxed,Private Apartments,Beaches|Nightlife,Langkawi
Ahmedabad,03-12-25,4,5,97292,Relaxed,Private Apartments,Food|Nature|Spiritual,Maldives
Pune,20-11-25,7,6,57892,Balanced,Private Apartments,Culture|Nature,Ladakh
Ahmedabad,17-11-25,5,1,20781,Relaxed,Mid-range Hotels,Nature,Shimla
Hyderabad,10-05-26,3,3,20369,Balanced,Private Apartments,History,Jaipur
Pune,28-12-25,3,3,20470,Relaxed,Budget,Adventure|Beaches|Food,Manali
Delhi,09-02-26,2,6,20826,Balanced,Private Apartments,Beaches|History|Nightlife,Jaipur
Chennai,19-02-26,4,1,27763,Balanced,Private Apartments,Culture|History,Jaipur
Kochi,22-11-25,4,4,11624,Balanced,Private Apartments,Spiritual,Rishikesh
Mumbai,20-08-26,4,3,20942,Relaxed,Budget,Culture,Ooty
Jaipur,06-01-26,2,3,16526,Relaxed,Mid-range Hotels,Culture|History|Nature,Varanasi
Hyderabad,23-10-26,8,2,47909,Relaxed,Mid-range Hotels,Adventure|Nature,Bali
Jaipur,17-11-25,4,4,23322,Balanced,Budget,Adventure|Culture|Nature,Manali
Delhi,06-02-26,1,2,18740,Relaxed,Mid-range Hotels,History|Spiritual,Varanasi
Pune,27-07-26,2,1,28001,Relaxed,Private Apartments,Culture|Food,Ooty
Mumbai,02-12-25,4,2,32341,Relaxed,Private Apartments,Beaches|Nightlife,Langkawi
Mumbai,24-03-26,5,3,40191,Balanced,Mid-range Hotels,Culture|Nature|Spiritual,Da Nang
Ahmedabad,10-10-26,6,4,47758,Action-Packed,Private Apartments,Food|Nature,Ladakh
Pune,14-08-26,5,6,20839,Relaxed,Budget,History|Nature|Nightlife,Ooty
Pune,06-10-26,6,5,38715,Balanced,Mid-range Hotels,Food|History,Phuket
Kolkata,16-09-26,6,3,28654,Relaxed,Private Apartments,Beaches|Food|History,Langkawi
Jaipur,20-01-26,5,1,34590,Balanced,Mid-range Hotels,Nature|Nightlife,Phuket
Kolkata,04-03-26,3,4,55808,Balanced,Mid-range Hotels,Beaches|Food,Singapore
Chennai,14-06-26,5,2,70897,Balanced,Mid-range Hotels,Culture|Food,Singapore
Bangalore,04-05-26,7,3,19728,Balanced,Budget,Adventure,Manali
Hyderabad,01-09-26,3,4,25484,Relaxed,Budget,Adventure|Culture,Ooty
Bangalore,10-10-26,6,3,23976,Balanced,Private Apartments,Adventure|Beaches|Nightlife,Manali
Ahmedabad,19-05-26,1,2,17294,Relaxed,Budget,Culture|History|Spiritual,Varanasi
Mumbai,04-05-26,4,6,55980,Balanced,Luxury Hotels,Food,Istanbul
Kolkata,06-05-26,4,1,37111,Balanced,Private Apartments,Culture,Jaipur
Pune,20-03-26,3,2,19987,Relaxed,Private Apartments,Adventure|Beaches|Nature,Pokhara
Chennai,29-11-25,11,2,70534,Action-Packed,Mid-range Hotels,Adventure,Ladakh
Delhi,07-12-25,5,1,66029,Balanced,Luxury Hotels,Culture,Dubai
Delhi,04-01-26,4,6,31662,Balanced,Luxury Hotels,Food|Nightlife|Spiritual,Bali
Mumbai,05-08-26,3,1,22554,Balanced,Budget,Nature,Manali
Hyderabad,12-12-25,4,5,64880,Balanced,Luxury Hotels,Culture|Spiritual,Singapore
Kolkata,21-03-26,4,3,15723,Action-Packed,Private Apartments,History|Nature,Rishikesh
Kochi,26-03-26,2,4,19199,Balanced,Private Apartments,Adventure|Nature,Rishikesh
Bangalore,21-04-26,7,5,16450,Balanced,Budget,Adventure|Culture|Nature,Manali
Chennai,14-06-26,5,2,70897,Balanced,Mid-range Hotels,Culture|Food,Singapore
Ahmedabad,27-07-26,5,1,18992,Relaxed,Budget,Nature|Spiritual,Pokhara
Delhi,03-11-25,5,5,36564,Balanced,Private Apartments,Nature,Andaman & Nicobar Islands
Chennai,09-05-26,3,4,21120,Relaxed,Private Apartments,Nature|Nightlife|Spiritual,Coorg
Chennai,31-05-26,5,5,44610,Relaxed,Mid-range Hotels,Adventure|Beaches|Nightlife,Langkawi
Hyderabad,07-09-26,6,5,29335,Balanced,Mid-range Hotels,Beaches,Phuket
Hyderabad,12-02-26,3,3,25423,Relaxed,Private Apartments,History|Nature|Spiritual,Pokhara
Mumbai,17-09-26,6,4,19151,Balanced,Budget,Adventure|Nature,Shimla
Mumbai,04-10-26,5,1,58462,Balanced,Mid-range Hotels,Beaches|History|Nightlife,Istanbul
Bangalore,07-12-25,7,5,40394,Balanced,Mid-range Hotels,Food|Nature|Nightlife,Phuket
Jaipur,26-12-25,4,1,33363,Relaxed,Mid-range Hotels,Beaches,Bali
Chennai,04-10-26,4,2,39940,Relaxed,Mid-range Hotels,Nature,Langkawi
Delhi,06-07-26,5,3,73377,Balanced,Mid-range Hotels,Food|History,Singapore
Jaipur,21-02-26,3,4,26975,Balanced,Private Apartments,Adventure|Food,Manali
Bangalore,25-11-25,2,3,23589,Relaxed,Budget,Beaches|Food|Nature,Colombo
Chennai,29-09-26,10,2,59724,Balanced,Private Apartments,Nature,Ladakh
Kolkata,08-09-26,5,2,69850,Action-Packed,Private Apartments,Food|History,Dubai
Bangalore,10-09-26,2,1,21099,Relaxed,Budget,Nature,Shimla
Ahmedabad,06-11-25,3,6,20384,Balanced,Mid-range Hotels,Beaches|Food|Nightlife,Jaipur
Hyderabad,15-09-26,5,4,23338,Balanced,Mid-range Hotels,Adventure|Food|History,Jaipur
Kolkata,20-11-25,3,1,23224,Relaxed,Mid-range Hotels,Adventure|Culture|Nature,Coorg
Bangalore,10-03-26,8,6,21946,Balanced,Budget,Nature,Manali
Delhi,30-04-26,5,5,27914,Balanced,Private Apartments,Beaches|Culture|Nature,Jaipur
Pune,19-11-25,5,1,39131,Balanced,Private Apartments,Food|Spiritual,Jaipur
Kolkata,03-08-26,3,4,14231,Relaxed,Budget,History|Nature|Spiritual,Pokhara
Kochi,18-04-26,2,3,28758,Relaxed,Mid-range Hotels,Culture,Colombo
Hyderabad,25-09-26,4,2,74845,Action-Packed,Private Apartments,Adventure|Beaches|Food,Dubai
Mumbai,08-09-26,3,2,18524,Relaxed,Mid-range Hotels,Culture|Food|Spiritual,Varanasi
Kolkata,19-06-26,4,1,25343,Relaxed,Private Apartments,Adventure|Nature,Ooty
Delhi,16-12-25,6,1,32811,Balanced,Budget,Beaches|Culture,Goa
Chennai,21-08-26,6,2,19140,Relaxed,Budget,Food|Nature,Shimla
Chennai,01-12-25,4,6,16350,Action-Packed,Private Apartments,Culture|Spiritual,Rishikesh
Jaipur,02-02-26,6,1,19955,Relaxed,Budget,Beaches|Nature,Shimla
Hyderabad,23-07-26,4,1,27769,Relaxed,Budget,Food,Colombo
Kolkata,25-07-26,5,4,22903,Relaxed,Private Apartments,Culture,Ooty
Kolkata,02-02-26,6,4,60614,Balanced,Mid-range Hotels,Adventure|History|Spiritual,Ladakh
Pune,24-08-26,3,2,15743,Relaxed,Budget,Food|Nature,Shimla
Delhi,23-06-26,6,5,35615,Relaxed,Mid-range Hotels,Beaches,Langkawi
Ahmedabad,30-10-26,8,1,21369,Relaxed,Private Apartments,Food|Nature|Nightlife,Manali
Pune,22-12-25,3,3,16520,Relaxed,Private Apartments,Adventure|Beaches|Nature,Pokhara
Ahmedabad,02-07-26,2,6,12445,Relaxed,Budget,History|Spiritual,Varanasi
Chennai,27-06-26,3,6,25262,Action-Packed,Budget,Beaches|Food|Nightlife,Goa
Ahmedabad,01-09-26,4,1,44335,Balanced,Luxury Hotels,Culture|Food|Nightlife,Istanbul
Hyderabad,08-06-26,3,2,25267,Balanced,Budget,Culture|Nature|Spiritual,Shimla
Delhi,03-01-26,6,5,17794,Relaxed,Private Apartments,Adventure|Nature,Pokhara
Mumbai,17-03-26,4,3,33783,Balanced,Mid-range Hotels,Culture|Food|History,Phuket
Delhi,28-05-26,4,6,21100,Relaxed,Budget,Culture|Nature,Ooty
Hyderabad,12-02-26,3,3,25423,Relaxed,Private Apartments,History|Nature|Spiritual,Pokhara
Delhi,16-09-26,3,2,15027,Balanced,Budget,Adventure,Rishikesh
Kochi,17-02-26,4,4,16516,Action-Packed,Private Apartments,Spiritual,Rishikesh
Kolkata,15-04-26,6,1,26059,Balanced,Budget,Adventure|Beaches,Manali
Jaipur,01-07-26,6,2,96697,Action-Packed,Private Apartments,Adventure|Beaches|Culture,Dubai
Hyderabad,24-09-26,5,5,48477,Relaxed,Private Apartments,Beaches,Andaman & Nicobar Islands
Pune,27-07-26,2,1,28001,Relaxed,Private Apartments,Culture|Food,Ooty
Delhi,26-05-26,3,2,32075,Relaxed,Budget,Culture|Nightlife,Colombo
Jaipur,15-04-26,7,6,40341,Balanced,Luxury Hotels,History,Istanbul
Bangalore,04-02-26,6,1,46555,Action-Packed,Budget,Food,Goa
Hyderabad,09-12-25,5,2,56487,Balanced,Private Apartments,Food,Andaman & Nicobar Islands
Kochi,22-07-26,6,4,20343,Relaxed,Mid-range Hotels,History,Shimla
Hyderabad,30-04-26,4,6,27531,Balanced,Mid-range Hotels,History|Nightlife,Goa
Jaipur,13-08-26,4,1,33770,Balanced,Private Apartments,Culture,Da Nang
Jaipur,05-12-25,4,3,72376,Balanced,Luxury Hotels,Nightlife|Spiritual,Dubai
Mumbai,13-10-26,3,3,22574,Relaxed,Private Apartments,Nature,Pokhara
Kolkata,21-03-26,4,3,15723,Action-Packed,Private Apartments,History|Nature,Rishikesh
Mumbai,08-05-26,5,2,114167,Relaxed,Luxury Hotels,Adventure|History|Nature,Maldives
Chennai,14-02-26,3,1,27901,Action-Packed,Budget,Adventure,Rishikesh
Mumbai,11-07-26,4,1,72260,Balanced,Luxury Hotels,Culture|Nightlife,Singapore
Mumbai,22-07-26,7,5,37263,Balanced,Mid-range Hotels,Food,Bali
Kochi,17-03-26,5,5,36745,Relaxed,Private Apartments,Beaches,Langkawi
Kolkata,23-11-25,5,4,19186,Relaxed,Private Apartments,Culture,Ooty
Hyderabad,01-09-26,3,4,25484,Relaxed,Budget,Adventure|Culture,Ooty
Mumbai,14-03-26,4,2,18291,Relaxed,Budget,History,Shimla
Kolkata,23-12-25,5,5,21634,Balanced,Mid-range Hotels,Adventure|Beaches|History,Shimla
Mumbai,24-11-25,1,2,16219,Relaxed,Mid-range Hotels,Beaches|Culture,Varanasi
Ahmedabad,26-03-26,6,6,34568,Relaxed,Mid-range Hotels,Adventure|Food,Bali
Bangalore,10-08-26,3,6,19274,Relaxed,Private Apartments,Food|Nature,Ooty
Kolkata,16-01-26,3,3,13248,Relaxed,Mid-range Hotels,Nature|Spiritual,Shimla
Ahmedabad,12-09-26,4,1,23881,Balanced,Mid-range Hotels,Adventure|Beaches|Nature,Shimla
Ahmedabad,30-06-26,4,3,26542,Relaxed,Mid-range Hotels,Culture|Food|Spiritual,Colombo
Ahmedabad,10-06-26,2,6,22489,Balanced,Mid-range Hotels,History|Nightlife,Jaipur
Bangalore,10-11-25,4,5,16396,Relaxed,Private Apartments,Food|Nature|Spiritual,Coorg
Kochi,26-02-26,5,4,72307,Balanced,Luxury Hotels,Beaches|Nightlife,Singapore
Mumbai,21-11-25,5,6,37822,Relaxed,Luxury Hotels,Nature,Bali
Bangalore,01-09-26,5,5,17425,Action-Packed,Private Apartments,Nightlife|Spiritual,Rishikesh
Ahmedabad,17-11-25,3,5,37532,Balanced,Mid-range Hotels,Beaches|Culture|Nightlife,Phuket
Mumbai,10-11-25,6,5,44804,Relaxed,Mid-range Hotels,Beaches|Culture|Food,Bali
Mumbai,07-05-26,5,6,34861,Relaxed,Private Apartments,Food,Andaman & Nicobar Islands
Chennai,08-08-26,4,6,41844,Action-Packed,Budget,Beaches|Food,Goa
Pune,13-01-26,4,3,55343,Balanced,Luxury Hotels,Culture|History|Spiritual,Istanbul
Kochi,22-07-26,6,4,20343,Relaxed,Mid-range Hotels,History,Shimla
Chennai,16-04-26,6,4,41601,Balanced,Budget,Nightlife,Phuket
Kolkata,03-08-26,3,4,14231,Relaxed,Budget,History|Nature|Spiritual,Pokhara
Bangalore,14-10-26,3,2,74072,Balanced,Luxury Hotels,Culture|History|Nature,Singapore
Hyderabad,12-06-26,4,5,52462,Balanced,Luxury Hotels,Culture|Nightlife,Istanbul
Chennai,29-11-25,11,2,70534,Action-Packed,Mid-range Hotels,Adventure,Ladakh
Mumbai,15-10-26,3,3,27965,Balanced,Private Apartments,Culture|History|Nightlife,Jaipur
Mumbai,13-07-26,5,4,39305,Relaxed,Private Apartments,Beaches|Food,Andaman & Nicobar Islands
Bangalore,01-09-26,5,5,17425,Action-Packed,Private Apartments,Nightlife|Spiritual,Rishikesh
Pune,04-09-26,5,5,60741,Balanced,Mid-range Hotels,Beaches|Culture,Istanbul
Jaipur,29-10-26,4,1,16668,Action-Packed,Private Apartments,Adventure|Spiritual,Rishikesh
Ahmedabad,10-06-26,2,6,22489,Balanced,Mid-range Hotels,History|Nightlife,Jaipur
Ahmedabad,08-01-26,5,2,31379,Balanced,Mid-range Hotels,Nature|Nightlife,Phuket
Bangalore,05-01-26,5,1,67509,Balanced,Luxury Hotels,Beaches|Food|Spiritual,Singapore
Ahmedabad,19-12-25,6,2,39316,Balanced,Private Apartments,Beaches,Da Nang
Kolkata,23-11-25,2,3,24233,Balanced,Budget,Nature,Shimla
Ahmedabad,14-07-26,4,1,36671,Balanced,Mid-range Hotels,Beaches|Culture|History,Da Nang
Kochi,13-07-26,3,5,47170,Balanced,Luxury Hotels,Adventure|Food|History,Dubai
Bangalore,05-01-26,5,1,67509,Balanced,Luxury Hotels,Beaches|Food|Spiritual,Singapore
Chennai,18-01-26,5,5,20555,Balanced,Budget,Nature,Pokhara
Delhi,11-12-25,7,5,40307,Balanced,Mid-range Hotels,Food|Nature|Nightlife,Phuket
Ahmedabad,14-07-26,6,4,71902,Action-Packed,Luxury Hotels,Nightlife,Dubai
Delhi,31-01-26,7,6,31479,Action-Packed,Mid-range Hotels,Nightlife,Goa
Kolkata,06-07-26,9,1,68701,Balanced,Mid-range Hotels,Adventure,Ladakh
Pune,30-11-25,10,6,50416,Action-Packed,Mid-range Hotels,Adventure|Beaches|Nature,Ladakh
Chennai,20-01-26,2,3,21511,Relaxed,Budget,Culture,Ooty
Ahmedabad,02-07-26,2,6,12445,Relaxed,Budget,History|Spiritual,Varanasi
Kolkata,14-12-25,5,1,18775,Balanced,Budget,Beaches|Food|Nature,Rishikesh
Ahmedabad,26-06-26,6,2,19533,Relaxed,Mid-range Hotels,Adventure|Culture|Nature,Coorg
Hyderabad,24-04-26,4,2,25178,Relaxed,Budget,Adventure|Beaches|Culture,Colombo
Hyderabad,26-04-26,6,5,15646,Balanced,Budget,Adventure|Nature|Spiritual,Pokhara
Kochi,27-05-26,7,5,59391,Balanced,Mid-range Hotels,Food,Istanbul
Mumbai,09-12-25,4,3,23391,Relaxed,Mid-range Hotels,Food,Coorg
Pune,03-04-26,4,6,44365,Balanced,Luxury Hotels,Food,Singapore
Kolkata,04-03-26,3,4,55808,Balanced,Mid-range Hotels,Beaches|Food,Singapore
Ahmedabad,29-09-26,3,1,18547,Relaxed,Mid-range Hotels,Culture|Spiritual,Varanasi
Mumbai,01-06-26,3,4,34848,Relaxed,Budget,Culture,Colombo
Mumbai,09-08-26,4,2,27679,Relaxed,Private Apartments,Nature,Coorg
Hyderabad,12-06-26,1,6,14571,Relaxed,Mid-range Hotels,Culture|Food|History,Varanasi
Chennai,21-08-26,6,2,19140,Relaxed,Budget,Food|Nature,Shimla
Delhi,20-09-26,4,3,18730,Relaxed,Budget,Nature,Ooty
Bangalore,25-12-25,5,6,14913,Relaxed,Budget,Nature,Shimla
Mumbai,15-01-26,5,2,25383,Balanced,Private Apartments,Beaches|Nightlife|Spiritual,Pokhara
Delhi,30-04-26,5,5,27914,Balanced,Private Apartments,Beaches|Culture|Nature,Jaipur
Mumbai,04-05-26,4,6,55980,Balanced,Luxury Hotels,Food,Istanbul
Kochi,15-01-26,5,2,67567,Balanced,Mid-range Hotels,Culture|Food|Spiritual,Singapore
Hyderabad,18-04-26,7,1,55039,Balanced,Private Apartments,Adventure|History|Nightlife,Ladakh
Bangalore,10-03-26,8,6,21946,Balanced,Budget,Nature,Manali
Mumbai,20-08-26,4,3,20942,Relaxed,Budget,Culture,Ooty
Chennai,20-01-26,2,3,21511,Relaxed,Budget,Culture,Ooty
Bangalore,21-05-26,6,5,16264,Balanced,Mid-range Hotels,Adventure|Food|Nature,Shimla
Hyderabad,18-10-26,5,1,51251,Balanced,Luxury Hotels,Culture|Nature,Singapore
Chennai,12-12-25,4,6,88993,Relaxed,Private Apartments,History|Nature|Spiritual,Maldives
Ahmedabad,19-12-25,6,2,39316,Balanced,Private Apartments,Beaches,Da Nang
Bangalore,12-01-26,4,1,23475,Relaxed,Private Apartments,Culture|History,Ooty
Kolkata,17-10-26,5,2,31570,Relaxed,Mid-range Hotels,Beaches,Langkawi
Mumbai,11-09-26,7,6,38911,Balanced,Mid-range Hotels,Food,Phuket
Ahmedabad,17-11-25,5,2,38895,Balanced,Private Apartments,Food|Nightlife,Andaman & Nicobar Islands
Bangalore,01-04-26,5,3,30040,Relaxed,Budget,Food,Colombo
Kochi,10-10-26,4,4,51988,Balanced,Mid-range Hotels,Adventure|Culture|Spiritual,Singapore
Kolkata,01-08-26,5,1,30327,Relaxed,Budget,Nature,Ooty
Bangalore,12-09-26,6,4,47855,Relaxed,Luxury Hotels,Beaches|History,Andaman & Nicobar Islands
Pune,22-11-25,11,2,51779,Action-Packed,Private Apartments,Beaches|Nature|Nightlife,Ladakh
Ahmedabad,27-07-26,5,1,18992,Relaxed,Budget,Nature|Spiritual,Pokhara
Kolkata,10-11-25,3,4,45205,Relaxed,Private Apartments,Beaches|Spiritual,Langkawi
Bangalore,08-03-26,5,6,22704,Balanced,Budget,Adventure|Food,Pokhara
Mumbai,05-08-26,3,1,22554,Balanced,Budget,Nature,Manali
Mumbai,17-03-26,4,3,33783,Balanced,Mid-range Hotels,Culture|Food|History,Phuket
Delhi,26-05-26,3,2,32075,Relaxed,Budget,Culture|Nightlife,Colombo
Bangalore,11-03-26,5,2,44890,Balanced,Budget,Beaches|Culture,Goa
Pune,18-05-26,4,3,25437,Balanced,Private Apartments,Beaches|Nature,Pokhara
Pune,04-05-26,4,1,58542,Balanced,Mid-range Hotels,Beaches|History,Istanbul
Kochi,27-04-26,3,4,29050,Relaxed,Mid-range Hotels,Beaches|Food,Coorg
Kochi,16-11-25,2,4,20497,Balanced,Budget,Adventure,Rishikesh
Bangalore,25-03-26,7,3,39196,Balanced,Budget,Food,Phuket
Kochi,23-11-25,12,1,50691,Action-Packed,Mid-range Hotels,Nature,Ladakh
Kochi,29-05-26,7,5,59962,Balanced,Luxury Hotels,Culture,Istanbul
Kochi,18-08-26,2,4,24255,Balanced,Private Apartments,Culture,Jaipur
Jaipur,20-08-26,4,4,42534,Balanced,Private Apartments,Beaches,Da Nang
Mumbai,21-11-25,5,4,24150,Balanced,Private Apartments,Food|Nightlife,Jaipur
Kolkata,18-07-26,7,5,55969,Balanced,Mid-range Hotels,Beaches|History|Nature,Istanbul
Chennai,16-04-26,6,4,41601,Balanced,Budget,Nightlife,Phuket
Mumbai,26-04-26,6,3,14232,Relaxed,Private Apartments,Adventure|Beaches|History,Pokhara
Kolkata,30-08-26,4,3,42141,Action-Packed,Mid-range Hotels,Nightlife,Goa
Bangalore,13-03-26,5,4,32677,Balanced,Budget,Food,Phuket
Kolkata,28-01-26,6,1,18416,Balanced,Private Apartments,Adventure,Pokhara
Chennai,05-01-26,6,3,25970,Relaxed,Mid-range Hotels,Food,Coorg
Mumbai,11-07-26,4,1,72260,Balanced,Luxury Hotels,Culture|Nightlife,Singapore
Chennai,21-05-26,4,2,25608,Action-Packed,Private Apartments,Adventure|Nightlife,Goa
Bangalore,21-02-26,5,6,20605,Relaxed,Mid-range Hotels,Food|History|Nature,Shimla
Chennai,11-11-25,6,6,28098,Relaxed,Private Apartments,Beaches|History|Spiritual,Langkawi
